Артикул	Бренд	Наименование	Тип изделия	ОПТОВАЯ ЦЕНА руб.	РОЗНИЧНАЯ ЦЕНА руб.	Коллекция	Ширина основного изделия .мм	Высота основного изделия .мм	Глубина основного изднлия .мм	Высота тумбы  без раковины, мм	Ширина тумбы  без раковины, мм	Глубина тумбы  без раковины и ручек, мм	Материал корпуса	Покрытие корпуса	Материал фасада	Покрытие фасада	Цвет	Материал раковины	Материал столешницы	Подсветка	Тип лампы	Мощность лампы	Наличие бельевой корзины	Фурнитура	Петли	Доводчики	Направляющие 	Push-to-open	Система хранения	Способ монтажа	Что внутри упаковки	Ширина упаковки, м	Высота упаковки, м	Глубина упаковки, м	Объём, м. куб.	Вес брутто (коробка №1), кг 	Штрихкод	Что внутри упаковки (Коробка №2)	Ширина упаковки (коробка №2), м	Высота упаковки (коробка №2), м	Глубина упаковки  (коробка №2), м	Вес брутто (коробка №2), кг	Объём (коробка №2), м. куб	Штрихкод груз. Места  (коробка №2)	Что внутри упаковки (Коробка №3)	Ширина упаковки (коробка№3), м	Высота упаковки (коробка№3), м	Глубина упаковки (коробка№3), м	Вес брутто грузового места (коробка№3), кг	Объём (коробка №3), м. куб	Штрихкод груз. места	Общий вес ,кг	Общий Объём , м. куб	Количество коробок	Страна происхождения	Гарантия	Дополнительное описание	Инструкция	Схема подключения	Ссылка на фотографии	Схема	Видеоролик	Доп. Фотография 0	Доп. Фотография 1	Доп. Фотография 2	Доп. Фотография 3	Доп. Фотография 4	Доп. Фотография 5	Доп. Фотография 6	Доп. Фотография 7	Доп. Фотография 8	Доп. Фотография 9	Доп. Фотография 10	Доп. Фотография 11	Доп. Фотография 12	Доп. Фотография 13	Доп. Фотография 14
00004151037	Comforty 	COMFORTY. Зеркало-шкаф "Штутгарт-75" дуб тёмно-коричневый	Зеркало-шкаф	7500	10400	Штутгарт	730	800	160				ВЛДСП	матовое	ВЛДСП	матовое	Дуб темно-коричневый			Нет	-	-	-	черный металл	Hettich/Comforty	Hettich/Comforty	-	-	1 створка+1 ниша	Подвесной	Зеркало-шкаф	0,79	0,87	0,22	0,15	20,55	4630100140397	-	-	-	-	-	-	-	-	-	-	-	-	-	-	20,55	-	1	Россия	2 года	Название: Зеркало-шкаф Артикул: Штутгарт 75 Варианты цвета: дуб темно-коричневый Материал корпуса: влагостойкое ЛДСП Габариты (ШхВхГ): 730*800*160 мм Зеркальное высококачественное полотно с амальгамой на основе серебра. Створка мебельного элемента оснащена петлями с системой плавного закрывания. За дверцей одна горизонтальная полка.	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	0	https://disk.yandex.ru/d/16tsW6j0Rcqw8Q	http://www.domotex.ru/upload/iblock/741/zsibuixw9a4lne4idio0zfu10zcn5qfn/32610351589459100.jpg	0	https://cdn1.ozone.ru/s3/multimedia-y/6197826262.jpg	https://cdn1.ozone.ru/s3/multimedia-m/6197826574.jpg	https://cdn1.ozone.ru/s3/multimedia-g/6197826388.jpg	https://cdn1.ozone.ru/s3/multimedia-1/6197826301.jpg	https://cdn1.ozone.ru/s3/multimedia-6/6197826198.jpg	https://cdn1.ozone.ru/s3/multimedia-l/6197826249.jpg	https://cdn1.ozone.ru/s3/multimedia-e/6197826350.jpg								
00004151038	Comforty 	COMFORTY. Зеркало-шкаф "Штутгарт-90" дуб тёмно-коричневый	Зеркало-шкаф	8300	11500	Штутгарт	880	800	160				ВЛДСП	матовое	ВЛДСП	матовое	Дуб темно-коричневый			Нет	-	-	-	-	Hettich/Comforty	Hettich/Comforty	-	-	-	Подвесной	Зеркало-шкаф	0,96	0,85	0,23	0,188	23,4	4630015257852	-	-	-	-	-	-	-	-	-	-	-	-	-	-	23,4	-	1	Россия	2 года	Название: Зеркало-шкаф Артикул: Штутгарт 90 (правое) Варианты цвета: Дуб темно-коричневый Материал корпуса: влагостойкое ЛДСП Габариты (ШхВхГ): 880*800*160 мм Зеркальное высококачественное полотно с амальгамой на основе серебра. Створка мебельного элемента оснащена петлями с системой плавного закрывания. За дверцей одна горизонтальная полка. На мебельном элементе зеркала черная матовая алюминиевая ручка.	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	0	https://disk.yandex.ru/d/h0fU5-Pz5TNZAw	http://www.domotex.ru/upload/iblock/65e/5wvy0kwzqbuh663toe05oek1wn9pkaei/140888561586154772.jpg	https://www.youtube.com/embed/sSYD4IkEHbE	https://cdn1.ozone.ru/s3/multimedia-i/6227098170.jpg	https://cdn1.ozone.ru/s3/multimedia-p/6227098177.jpg	https://cdn1.ozone.ru/s3/multimedia-m/6227098174.jpg	https://cdn1.ozone.ru/s3/multimedia-k/6227098172.jpg	https://cdn1.ozone.ru/s3/multimedia-v/6227098183.jpg	https://cdn1.ozone.ru/s3/multimedia-x/6227098185.jpg	https://cdn1.ozone.ru/s3/multimedia-u/6227098182.jpg	https://cdn1.ozone.ru/s3/multimedia-w/6227098184.jpg							
00004151039	Comforty 	COMFORTY. Тумба-умывальник "Штутгарт-60" дуб тёмно-коричневый с черной столешницей №8 c рак. COMFORTY 9055RA-50	Тумбы-умывальники	16500	23000	Штутгарт	600	645	400	520	580	380	ВЛДСП	матовое	ВЛДСП	матовое	Дуб темно-коричневый	Санфарфор	Керамогранит		-	-	Нет	Черный					1 выкатной ящик+1 ниша	Подвесной	Тумба	0,64	0,59	0,45	0,176	18		Раковина	0,55	0,16	0,45	13,7	0,04	4630015257241	Столешница	0,72	0,07	0,52	13,8	0,026	4630100140199	45,5	0,242	3	Россия	2 года	Название: Тумба-умывальник Артикул: Штутгарт 60 Варианты цвета корпуса: Дуб темно-коричневый Материал корпуса: влагостойкое ЛДСП Цвет фасада: Дуб темно-коричневый Материал фасада: влагостойкое ЛДСП Габариты (ШхВхГ): 600*645*400 мм Комплектация: Comforty 9055RA-50 устанавливаемыми на столешницу. Тумба-умывальник в современном стиле с выкатным ящиком и пространством для открытого хранения. Тумба укомплектована черной матовой алюминиевой ручкой и системой плавного закрывания ящика. Тумба подготовлена для подключения водоснабжения снизу. 	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	http://www.domotex.ru/files/Schema-montazha-Shtutgart60_2.pdf	https://disk.yandex.ru/d/2KPTd0PGZanRsw	http://www.domotex.ru/upload/iblock/b82/stzqbj87grex8gu1ke4b970kyhr59czd/B00004151039.jpg	https://www.youtube.com/embed/ais1wcq7ByA	https://cdn1.ozone.ru/s3/multimedia-w/6227138396.jpg	https://cdn1.ozone.ru/s3/multimedia-t/6227138393.jpg	https://cdn1.ozone.ru/s3/multimedia-d/6227138413.jpg	https://cdn1.ozone.ru/s3/multimedia-0/6227138400.jpg	https://cdn1.ozone.ru/s3/multimedia-c/6227138412.jpg	https://cdn1.ozone.ru/s3/multimedia-4/6227138404.jpg	https://cdn1.ozone.ru/s3/multimedia-y/6227138398.jpg	https://cdn1.ozone.ru/s3/multimedia-6/6227138406.jpg	https://cdn1.ozone.ru/s3/multimedia-2/6227138402.jpg	https://cdn1.ozone.ru/s3/multimedia-c/6227138448.jpg	https://cdn1.ozone.ru/s3/multimedia-7/6227138407.jpg	https://cdn1.ozone.ru/s3/multimedia-q/6197599418.jpg			
00-00001698	Comforty 	COMFORTY. Тумба-умывальник "Штутгарт-60" дуб тёмно-коричневый с черной столешницей с отверстием под смеситель №12 c рак. COMFORTY 9111	Тумбы-умывальники	15300	21400	Штутгарт	600	645	400	520	580	380	ВЛДСП	матовое	ВЛДСП	матовое	Дуб темно-коричневый	Санфарфор	Керамогранит		-	-	Нет	черный металл					1 выкатной ящик+1 ниша	Подвесной	Тумба	0,64	0,59	0,45	0,17	18		Раковина	0,42	0,15	0,42	8,7	0,027	4630015259474	Столешница	0,72	0,07	0,52	13,8	0,026	4630100140502	40,5	0,223	3	Россия	2 года	Название: Тумба-умывальник Артикул: Штутгарт 60 Варианты цвета корпуса: Дуб темно-коричневый Материал корпуса: влагостойкое ЛДСП Цвет фасада: Дуб темно-коричневый Материал фасада: влагостойкое ЛДСП Габариты (ШхВхГ): 600*645*400 мм Комплектация: раковинаComforty 9111  Тумба-умывальник в современном стиле с выкатным ящиком и пространством для открытого хранения. Тумба укомплектована черной матовой алюминиевой ручкой и системой плавного закрывания ящика. Тумба подготовлена для подключения водоснабжения снизу. 	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	http://www.domotex.ru/files/Schema-montazha-Shtutgart60.pdf	https://disk.yandex.ru/d/oIM18aGmn0vT5A	http://www.domotex.ru/upload/iblock/537/piujqi7ibiozt3kv617i4zalcm2alk9k.jpg	https://www.youtube.com/embed/q03DKaO3Y30	https://cdn1.ozone.ru/s3/multimedia-8/6227257172.jpg	https://cdn1.ozone.ru/s3/multimedia-b/6227257175.jpg	https://cdn1.ozone.ru/s3/multimedia-a/6227257174.jpg	https://cdn1.ozone.ru/s3/multimedia-p/6227257189.jpg	https://cdn1.ozone.ru/s3/multimedia-j/6227257183.jpg	https://cdn1.ozone.ru/s3/multimedia-e/6227257178.jpg	https://cdn1.ozone.ru/s3/multimedia-r/6227257191.jpg	https://cdn1.ozone.ru/s3/multimedia-g/6227257180.jpg	https://cdn1.ozone.ru/s3/multimedia-f/6227257179.jpg	https://cdn1.ozone.ru/s3/multimedia-q/6227257190.jpg	https://cdn1.ozone.ru/s3/multimedia-n/6227257187.jpg	https://cdn1.ozone.ru/s3/multimedia-s/6227257192.jpg	https://cdn1.ozone.ru/s3/multimedia-v/6227257195.jpg		
00-00001884	Comforty 	COMFORTY. Тумба-умывальник "Штутгарт-75" дуб тёмно-коричневый с черной столешницей c раковиной COMFORTY T-Y9378	Тумбы-умывальники	25000	34900	Штутгарт	755	685	520	540	730	500	ВЛДСП	матовое	ВЛДСП	матовое	Дуб темно-коричневый	Санфарфор	Керамогранит		-	-	Нет	черный металл					2 выкатных ящика+1 ниша	Подвесной	Тумба	0,79	0,61	0,57	0,275	29,2		Раковина	0,43	0,52	0,16	11,52	0,036	4630015253663	Столешница	1,03	0,07	0,71	26,8	0,051	4630015259344	67,52	0,362	3	Россия	2 года	Название: Тумба-умывальник Артикул: Штутгарт 75 Варианты цвета корпуса: дуб темно-коричневый Материал корпуса: влагостойкое ЛДСП Цвет фасада: дуб темно-коричневый Материал фасада: влагостойкое ЛДСП Габариты (ШхВхГ): 755*685*520 мм Комплектация: накладная раковина Comforty T-Y9378, столешница из керамогранита Тумба-умывальник в современном стиле с двумя выкатными ящиками и пространством для открытого хранения. Ящики оснащены системой с плавным закрыванием. Тумба укомплектована черными матовыми алюминиевыми ручками и столешницей, плинтусом из керамогранита и накладной прямоугольной раковиной из санфарфора. Тумба подготовлена для подключения водоснабжения снизу.	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	http://www.domotex.ru/files/Schema-montazha-Shtutgart75_2.pdf	https://disk.yandex.ru/d/tWMpLYLoxd7Qzw	http://www.domotex.ru/upload/iblock/a66/2dfjgs0g9bp0s7ek1t46dupbqsvs9tcn.jpg	https://www.youtube.com/embed/-PL4XRSSPWs	https://cdn1.ozone.ru/s3/multimedia-0/6227091312.jpg	https://cdn1.ozone.ru/s3/multimedia-v/6227091307.jpg	https://cdn1.ozone.ru/s3/multimedia-y/6227091310.jpg	https://cdn1.ozone.ru/s3/multimedia-g/6227091328.jpg	https://cdn1.ozone.ru/s3/multimedia-4/6227091316.jpg	https://cdn1.ozone.ru/s3/multimedia-3/6227091315.jpg	https://cdn1.ozone.ru/s3/multimedia-v/6227091343.jpg	https://cdn1.ozone.ru/s3/multimedia-a/6227091322.jpg	https://cdn1.ozone.ru/s3/multimedia-b/6227091323.jpg	https://cdn1.ozone.ru/s3/multimedia-e/6227091326.jpg	https://cdn1.ozone.ru/s3/multimedia-k/6227091332.jpg	https://cdn1.ozone.ru/s3/multimedia-h/6227091329.jpg	https://cdn1.ozone.ru/s3/multimedia-i/6227091330.jpg		
00-00002868	Comforty 	COMFORTY. Тумба-умывальник "Штутгарт-90" дуб тёмно-коричневый с черной столешницей c раковиной COMFORTY T-Y9378	Тумбы-умывальники	25900	36200	Штутгарт	905	685	520	540	880	500	ВЛДСП	матовое	ВЛДСП	матовое	Дуб темно-коричневый	Санфарфор	Керамогранит		-	-	Нет	черный металл					2 выкатных ящика+1 ниша	Подвесной	Тумба	0,94	0,61	0,57	0,33	31,6		Раковина	0,52	0,16	0,43	11,52	0,036	4630015253663	Столешница	1,03	0,07	0,71	33,3	0,051	4630015258606	82,62	0,417	3	Россия	2 года	Название: Тумба-умывальник Артикул: Штутгарт 90 Варианты цвета корпуса: Дуб темно-коричневый Материал корпуса: влагостойкое ЛДСП Цвет фасада: Дуб темно-коричневый Материал фасада: влагостойкое ЛДСП Габариты (ШхВхГ): 905*685*520 мм Комплектация: керамическая раковина-чаша Comforty T-Y9378 Подвесная тумба с двумя ящиками оборудованными системой плавного закрывания и пространством для открытого хранения. На ящиках тумбы черные матовые алюминиевые ручки. Прямоугольная раковина-чаша установлена на столешницу из керамогранита. В комплекте также пристенный плинтус.	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	0	https://disk.yandex.ru/d/cKFCl1N5YbiTEA	http://www.domotex.ru/upload/iblock/632/vra4kakaagr456420uuufuci1e5x7w6z.jpg	0	https://cdn1.ozone.ru/s3/multimedia-b/6227257643.jpg	https://cdn1.ozone.ru/s3/multimedia-k/6227257652.jpg	https://cdn1.ozone.ru/s3/multimedia-i/6227257650.jpg	https://cdn1.ozone.ru/s3/multimedia-s/6227257660.jpg	https://cdn1.ozone.ru/s3/multimedia-z/6227257667.jpg	https://cdn1.ozone.ru/s3/multimedia-2/6227257670.jpg	https://cdn1.ozone.ru/s3/multimedia-u/6227257662.jpg	https://cdn1.ozone.ru/s3/multimedia-q/6227257658.jpg	https://cdn1.ozone.ru/s3/multimedia-e/6227257646.jpg	https://cdn1.ozone.ru/s3/multimedia-g/6227257648.jpg	https://cdn1.ozone.ru/s3/multimedia-o/6227257656.jpg	https://cdn1.ozone.ru/s3/multimedia-l/6227257653.jpg	https://cdn1.ozone.ru/s3/multimedia-w/6227098184.jpg		
00004151544	Comforty 	COMFORTY. Шкаф-колонна  "Штутгарт-40" дуб тёмно-коричневый	Шкаф-колонна	13800	19300	Штутгарт	400	1600	320				ВЛДСП	матовое	ВЛДСП	матовое	Дуб темно-коричневый				-	-	-	Черный	Hettich/Comforty	Hettich/Comforty	-	-	2 створки+1 ниша	Подвесной	Шкаф-колонна	0,45	1,65	0,38	0,282	38,1	4630100140045	-	-	-	-	-	-	-	-	-	-	-	-	-	-	38,1	-	1	Россия	2 года	Название: Шкаф-колонна Артикул: Штутгарт 40 Варианты цвета: Дуб темно-коричневый Материал: влагостойкое ЛДСП Габариты ШхВхГ: 400*1600*320 мм Подвесная шкаф колонна с двумя створками и пространством для открытого хранения. Створки оснащены петлями с плавным закрыванием и черными матовыми алюминиевыми ручками. За створками по две регулируемые по высоте полки. Шкаф-колонна универсальна, может быть подвешена переворачиванием в правом и левом варианте.	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	0	https://disk.yandex.ru/d/FX8AvgAWr4Gs0Q	http://www.domotex.ru/upload/iblock/445/tq0h10nmgthmqjaum2e8l6bhhgz9g1p4.jpg	0	https://cdn1.ozone.ru/s3/multimedia-h/6197792477.jpg	https://cdn1.ozone.ru/s3/multimedia-q/6197792450.jpg	https://cdn1.ozone.ru/s3/multimedia-3/6197792571.jpg	https://cdn1.ozone.ru/s3/multimedia-n/6197792447.jpg	https://cdn1.ozone.ru/s3/multimedia-r/6197792451.jpg	https://cdn1.ozone.ru/s3/multimedia-c/6197679360.jpg	https://cdn1.ozone.ru/s3/multimedia-q/6197599418.jpg								
00-00002043	Comforty 	COMFORTY. Зеркало-шкаф "Эдинбург-60" бетон светлый	Зеркало-шкаф	7700	10700	Эдинбург	580	800	155				ВЛДСП				Бетон светлый			Нет	-	-	-	-	Hettich/Comforty	Hettich/Comforty	-	-	-	Подвесная	Зеркало-шкаф	0,64	0,87	0,22	0,12	19,85	4630100140571	-	-	-	-	-	-	-	-	-	-	-	-	-	-	19,85	-	1	Россия	2 года	Название: Зеркало-шкаф Артикул: Эдинбург 60 Варианты цвета корпуса: Бетон светлый Материал корпуса: влагостойкое ЛДСП Габариты (ШхВхГ): 580*800*155 мм Высококачественное зеркальное полотно с амальгамой на основе серебра. Створка оснащена петлями с плавным закрыванием. За створкой горизонтальная полка. Зеркало-шкаф универсально - может быть подвешено в правом и левом варианте. 	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	http://www.domotex.ru/files/Schema-montazha-Edinburg60_3.pdf	https://disk.yandex.ru/d/EvRIAkGUNTA2VQ	http://www.domotex.ru/upload/iblock/4e6/jvm8da9mo6joqqier2vjqsjj4diy6bu2.jpg	https://www.youtube.com/embed/7CpQl6iPACk	https://cdn1.ozone.ru/s3/multimedia-c/6227103384.jpg	https://cdn1.ozone.ru/s3/multimedia-n/6227103395.jpg	https://cdn1.ozone.ru/s3/multimedia-u/6227103402.jpg	https://cdn1.ozone.ru/s3/multimedia-m/6227103394.jpg	https://cdn1.ozone.ru/s3/multimedia-4/6227103376.jpg	https://cdn1.ozone.ru/s3/multimedia-5/6227103377.jpg	https://cdn1.ozone.ru/s3/multimedia-7/6227103379.jpg	https://cdn1.ozone.ru/s3/multimedia-m/6227167294.jpg	https://cdn1.ozone.ru/s3/multimedia-s/6227103400.jpg	https://cdn1.ozone.ru/s3/multimedia-0/6227103408.jpg	https://cdn1.ozone.ru/s3/multimedia-p/6227103397.jpg	https://cdn1.ozone.ru/s3/multimedia-t/6227103401.jpg	https://cdn1.ozone.ru/s3/multimedia-o/6227103396.jpg		
00004149063	Comforty 	COMFORTY. Зеркало-шкаф "Эдинбург-75" бетон светлый	Зеркало-шкаф	8100	11300	Эдинбург	730	800	170				ВЛДСП	матовое	ВЛДСП	матовое	Бетон светлый			Нет	-	-	-	-	Hettich/Comforty	Hettich/Comforty	-	-	-	Подвесной	Зеркало-шкаф	0,8	0,89	0,23	0,164	21,4	4630015259351	-	-	-	-	-	-	-	-	-	-	-	-	-	-	21,4	-	1	Россия	2 года	Название: Зеркало-шкаф Артикул: Эдинбург 75 Варианты цвета: Бетон светлый Материал корпуса: влагостойкое ЛДСП Габариты (ШхВхГ): 730*800*166 мм Зеркальное высококачественное полотно с амальгамой на основе серебра. Створка мебельного элемента оснащена петлями с системой плавного закрывания. За дверцей две горизонтальная полка. Зеркало-шкаф универсально, может быть подвешено в правом и левом варианте. 	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	0	https://disk.yandex.ru/d/vDCoyW95KEvBJQ	http://www.domotex.ru/upload/iblock/6d5/sybd6641c033gf6xlrxo1kiqowfi2dz6.jpg	0	https://cdn1.ozone.ru/s3/multimedia-q/6227111822.jpg	https://cdn1.ozone.ru/s3/multimedia-v/6227111827.jpg	https://cdn1.ozone.ru/s3/multimedia-x/6227111829.jpg	https://cdn1.ozone.ru/s3/multimedia-y/6227111830.jpg	https://cdn1.ozone.ru/s3/multimedia-d/6227111845.jpg	https://cdn1.ozone.ru/s3/multimedia-f/6227153931.jpg	https://cdn1.ozone.ru/s3/multimedia-u/6227111826.jpg								
00004147981	Comforty 	COMFORTY. Зеркало-шкаф "Эдинбург-90" бетон светлый	Зеркало-шкаф	8300	11600	Эдинбург	880	800	165				ВЛДСП	матовое	ВЛДСП	матовое	Бетон светлый			Нет	-	-	-	-	Hettich/Comforty	Hettich/Comforty	-	-	-	Подвесной	Зеркало-шкаф	0,93	0,87	0,22	0,18	24,3	4630015259030	-	-	-	-	-	-	-	-	-	-	-	-	-	-	24,3	-	1	Россия	2 года	Название: Зеркало-шкаф Артикул: Эдинбург 90 Варианты цвета: Бетон светлый Материал корпуса: влагостойкое ЛДСП Габариты (ШхВхГ): 880*800*165 мм Зеркальное высококачественное полотно с амальгамой на основе серебра. Створка мебельного элемента оснащена петлями с системой плавного закрывания. За дверцей две горизонтальные полки. Зеркало-шкаф универсально, может быть подвешено в правом и левом варианте.	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	0	https://disk.yandex.ru/d/UrKNs8jjhHbGlA	http://www.domotex.ru/upload/iblock/9f4/5qkcmj0vjpsu9wih16ujdekamhqgp1e7.jpg	0	https://cdn1.ozone.ru/s3/multimedia-v/6227107831.jpg	https://cdn1.ozone.ru/s3/multimedia-h/6227107817.jpg	https://cdn1.ozone.ru/s3/multimedia-3/6227107839.jpg	https://cdn1.ozone.ru/s3/multimedia-k/6227107820.jpg	https://cdn1.ozone.ru/s3/multimedia-y/6227107834.jpg	https://cdn1.ozone.ru/s3/multimedia-j/6227107891.jpg	https://cdn1.ozone.ru/s3/multimedia-0/6227107836.jpg	https://cdn1.ozone.ru/s3/multimedia-2/6227108018.jpg							
00-00001928	Comforty 	COMFORTY. Тумба-умывальник "Эдинбург-60" бетон светлый с черной столешницей №8, с раковиной COMFORTY 9055RA-50	Тумбы-умывальники	18300	25500	Эдинбург	600	525	400	400	580	400	ВЛДСП	матовое	ВЛДСП	матовое	Бетон светлый	Санфарфор	Керамогранит		-	-	Нет	черный металл					1 ящик	Подвесная	Тумба	0,64	0,47	0,47	0,14	16,45		Раковина	0,55	0,16	0,45	13,7	0,04	4630015257241	Столешница	0,72	0,07	0,52	13,8	0,026	4630100140502	43,95	0,206	3	Россия	2 года	Название: Тумба-умывальник Артикул: Эдинбург 60 Варианты цвета корпуса и фасада: Бетон светлый Материал: влагостойкое ЛДСП Габариты (ШхВхГ): 600*525*400 мм Комплектация: Comforty 9055RA-50, устанавливаемыми на столешницу из керамогранита. Тумба-умывальник в современном стиле с глубоким ящиком. Тумба укомплектована черной матовой ручкой профилем и системой плавного закрывания ящика. Тумба подготовлена для подключения водоснабжения снизу.	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	http://www.domotex.ru/files/Schema-montazha-Edinburg60.pdf	https://disk.yandex.ru/d/-6t206oslQpO-g	http://www.domotex.ru/upload/iblock/77b/69lxem0ghkitl7gbpad9yb7neh52vyjb.jpg	https://www.youtube.com/embed/7CpQl6iPACk	https://cdn1.ozone.ru/s3/multimedia-h/6227167325.jpg	https://cdn1.ozone.ru/s3/multimedia-p/6227167297.jpg	https://cdn1.ozone.ru/s3/multimedia-o/6227167296.jpg	https://cdn1.ozone.ru/s3/multimedia-t/6227167301.jpg	https://cdn1.ozone.ru/s3/multimedia-r/6227167299.jpg	https://cdn1.ozone.ru/s3/multimedia-w/6227167304.jpg	https://cdn1.ozone.ru/s3/multimedia-2/6227167310.jpg	https://cdn1.ozone.ru/s3/multimedia-m/6227167294.jpg	https://cdn1.ozone.ru/s3/multimedia-x/6227167305.jpg	https://cdn1.ozone.ru/s3/multimedia-5/6227167313.jpg	https://cdn1.ozone.ru/s3/multimedia-z/6227167307.jpg	https://cdn1.ozone.ru/s3/multimedia-c/6227167320.jpg	https://cdn1.ozone.ru/s3/multimedia-3/6227167311.jpg		
00-00002782	Comforty 	COMFORTY. Тумба-умывальник "Эдинбург-60" бетон светлый с черной столешницей с отверстием под смеситель №12, с раковиной COMFORTY 9111	Тумбы-умывальники	17200	24000	Эдинбург	600	525	400	400	580	400	ВЛДСП	матовое	ВЛДСП	матовое	Бетон светлый	Санфарфор	Керамогранит		-	-	Нет	черный металл					1 ящик	Подвесная	Тумба	0,64	0,47	0,47	0,14	16,45		Раковина	0,42	0,15	0,42	8,7	0,027	4630015259474	Столешница	0,72	0,07	0,52	13,8	0,026	4630100140502	38,95	0,193	3	Россия	2 года	Название: Тумба-умывальник Артикул: Эдинбург 60 Варианты цвета корпуса и фасада: Бетон светлый Материал: влагостойкое ЛДСП Габариты (ШхВхГ): 600*525*400 мм Комплектация: может комплектоваться раковинами Comforty 9111 , устанавливаемыми на столешницу из керамогранита. Тумба-умывальник в современном стиле с глубоким ящиком. Тумба укомплектована черной матовой ручкой профилем и системой плавного закрывания ящика. Тумба подготовлена для подключения водоснабжения снизу.	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	http://www.domotex.ru/files/Schema-montazha-Edinburg60_2.pdf	https://disk.yandex.ru/d/XQXFZO1B2tH9Hw	http://www.domotex.ru/upload/iblock/c2b/ns7c0ds2u5d0gnyefa199bpqvc2yy6bl.jpg	https://www.youtube.com/embed/V22q0r4OJMA	https://cdn1.ozone.ru/s3/multimedia-g/6227104396.jpg	https://cdn1.ozone.ru/s3/multimedia-s/6227104372.jpg	https://cdn1.ozone.ru/s3/multimedia-4/6227104420.jpg	https://cdn1.ozone.ru/s3/multimedia-q/6227104406.jpg	https://cdn1.ozone.ru/s3/multimedia-y/6227104378.jpg	https://cdn1.ozone.ru/s3/multimedia-w/6227104376.jpg	https://cdn1.ozone.ru/s3/multimedia-o/6227104368.jpg	https://cdn1.ozone.ru/s3/multimedia-z/6227104379.jpg	https://cdn1.ozone.ru/s3/multimedia-v/6227104375.jpg	https://cdn1.ozone.ru/s3/multimedia-1/6227104381.jpg	https://cdn1.ozone.ru/s3/multimedia-8/6227104388.jpg	https://cdn1.ozone.ru/s3/multimedia-z/6227167307.jpg	https://cdn1.ozone.ru/s3/multimedia-9/6227104389.jpg		
00-00005700	Comforty 	COMFORTY. Тумба-умывальник "Эдинбург-60-2" бетон светлый с черной столешницей, с раковиной COMFORTY 9055RA-50	Тумбы-умывальники	21800	30500	Эдинбург	600	730	400	580	580	400	ВЛДСП	матовое	ВЛДСП	матовое	Бетон светлый	Санфарфор	Керамогранит		-	-	Нет	черный металл					2 ящика	Подвесной	Тумба	0,64	0,64	0,44	0,18	23,5		Раковина	0,55	0,16	0,45	13,7	0,04	4630015257241	Столешница	0,72	0,07	0,52	13,8	0,026	4630100140502	51	0,246	3	Россия	2 года	Название: Тумба-умывальник Артикул: Эдинбург 60-2 Варианты цвета корпуса и фасада: Бетон светлый Материал: влагостойкое ЛДСП Габариты (ШхВхГ): 600*525*400 мм Комплектация: раковина Comforty 9055RA-50, устанавливаемыми на столешницу из керамогранита. Тумба-умывальник в современном стиле с двумя глубокими ящиками. Тумба укомплектована черными матовыми ручками и системой плавного закрывания ящика. Тумба подготовлена для подключения водоснабжения снизу.	https://www.domotex.ru/documents/Manual-Comforty01102019.pdf	http://www.domotex.ru/files/Schema-montazha-Edinburg60-2_(9055RA-50).pdf	https://disk.yandex.ru/d/_xAhLHI1ptIq2g	http://www.domotex.ru/upload/iblock/189/wsmzl15xaal16ocxt1n7fmf377mikijc.jpg	https://www.youtube.com/embed/bGyy6JLq48k	https://cdn1.ozone.ru/s3/multimedia-d/6227137657.jpg	https://cdn1.ozone.ru/s3/multimedia-k/6227137628.jpg	https://cdn1.ozone.ru/s3/multimedia-r/6227137635.jpg	https://cdn1.ozone.ru/s3/multimedia-t/6227137637.jpg	https://cdn1.ozone.ru/s3/multimedia-8/6227137652.jpg	https://cdn1.ozone.ru/s3/multimedia-1/6227137609.jpg	https://cdn1.ozone.ru/s3/multimedia-e/6227137658.jpg	https://cdn1.ozone.ru/s3/multimedia-p/6227137633.jpg	https://cdn1.ozone.ru/s3/multimedia-x/6227137641.jpg	https://cdn1.ozone.ru/s3/multimedia-b/6227137655.jpg	https://cdn1.ozone.ru/s3/multimedia-z/6227137643.jpg	https://cdn1.ozone.ru/s3/multimedia-0/6227137644.jpg	https://cdn1.ozone.ru/s3/multimedia-9/6227137653.jpg		
